T (K),Z*10^-4 reported,Resist. (Ohm.cm),Seebeck (uV/K),kappaZT,,Resist. (400K),Seebeck (400K),Pf (W/K^2/m),ZT,kappa (W/mK),T Max,,,Conduct. (S/cm),,Power Factor*T (W/mK),Cell Volume (A^3),Formula Units per Cell,Atoms per formula unit,total atoms per unit cell,average atomic volume,temp of ICSD (K),S,ke/ktotal,
300,0.85,0.000836795,-50.4768,9.13E-02,0.090038673,0.000942337,-62.4767,3.04E-04,0.009402057,9.71545,0.61,0.090038673,0.090038673,1.20E+03,0.090038673,9.13E-02,1035.51,16,5,80,12.943875,300,2.55E+03,0.090038673,0.090038673
400,0.85,0.000942337,-62.4767,1.66E-01,0.143712278,0.000942337,-62.4767,4.14E-04,0.022990066,7.20692,0.61,0.143712278,0.143712278,1.06E+03,0.143712278,1.66E-01,1035.51,16,5,80,12.943875,300,3.90E+03,0.143712278,0.143712278
700,0.85,0.00129155,-94.1419,4.80E-01,0.288470706,0.000942337,-62.4767,6.86E-04,0.104779859,4.58432,0.61,0.288470706,0.288470706,7.74E+02,0.288470706,4.80E-01,1035.51,16,5,80,12.943875,300,8.86E+03,0.288470706,0.288470706
1000,0.85,0.00168341,-119.305,8.46E-01,0.41535129,0.000942337,-62.4767,8.46E-04,0.242294205,3.48967,0.61,0.41535129,0.41535129,5.94E+02,0.41535129,8.46E-01,1035.51,16,5,80,12.943875,300,1.42E+04,0.41535129,0.41535129
300,0.85,0.000722981,-46.7607,9.07E-02,0.107487214,0.000817897,-56.5928,3.02E-04,0.009632278,9.41949,0.61,0.107487214,0.107487214,1.38E+03,0.107487214,9.07E-02,1035.51,16,5,80,12.943875,300,2.19E+03,0.107487214,0.107487214
400,0.85,0.000817897,-56.5928,1.57E-01,0.169317057,0.000817897,-56.5928,3.92E-04,0.022224564,7.04775,0.61,0.169317057,0.169317057,1.22E+03,0.169317057,1.57E-01,1035.51,16,5,80,12.943875,300,3.20E+03,0.169317057,0.169317057
700,0.85,0.00113128,-83.3032,4.29E-01,0.32686462,0.000817897,-56.5928,6.13E-04,0.092961144,4.61902,0.61,0.32686462,0.32686462,8.84E+02,0.32686462,4.29E-01,1035.51,16,5,80,12.943875,300,6.94E+03,0.32686462,0.32686462
1000,0.85,0.00143465,-108.464,8.20E-01,0.481010929,0.000817897,-56.5928,8.20E-04,0.231919011,3.53581,0.61,0.481010929,0.481010929,6.97E+02,0.481010929,8.20E-01,1035.51,16,5,80,12.943875,300,1.18E+04,0.481010929,0.481010929
300,0.85,0.000896151,-50.7871,8.63E-02,0.092110388,0.000995442,-60.6186,2.88E-04,0.00973701,8.86791,0.61,0.092110388,0.092110388,1.12E+03,0.092110388,8.63E-02,1035.51,16,5,80,12.943875,300,2.58E+03,0.092110388,0.092110388
400,0.85,0.000995442,-60.6186,1.48E-01,0.148472671,0.000995442,-60.6186,3.69E-04,0.02235983,6.6037,0.61,0.148472671,0.148472671,1.00E+03,0.148472671,1.48E-01,1035.51,16,5,80,12.943875,300,3.67E+03,0.148472671,0.148472671
700,0.85,0.00139586,-88.5677,3.93E-01,0.313749116,0.000995442,-60.6186,5.62E-04,0.100865679,3.89999,0.61,0.313749116,0.313749116,7.16E+02,0.313749116,3.93E-01,1035.51,16,5,80,12.943875,300,7.84E+03,0.313749116,0.313749116
1000,0.85,0.00177828,-114.967,7.43E-01,0.447969408,0.000995442,-60.6186,7.43E-04,0.242663763,3.06296,0.61,0.447969408,0.447969408,5.62E+02,0.447969408,7.43E-01,1035.51,16,5,80,12.943875,300,1.32E+04,0.447969408,0.447969408
300,0.85,0.00132139,-53.2639,6.44E-02,0.080901325,0.00143465,-65.5729,2.15E-04,0.00940658,6.84738,0.61,0.080901325,0.080901325,7.57E+02,0.080901325,6.44E-02,1035.51,16,5,80,12.943875,300,2.84E+03,0.080901325,0.080901325
400,0.85,0.00143465,-65.5729,1.20E-01,0.133618251,0.00143465,-65.5729,3.00E-04,0.023546412,5.09141,0.61,0.133618251,0.133618251,6.97E+02,0.133618251,1.20E-01,1035.51,16,5,80,12.943875,300,4.30E+03,0.133618251,0.133618251
700,0.85,0.0017302,-93.2129,3.52E-01,0.304288316,0.00143465,-65.5729,5.02E-04,0.108354634,3.24419,0.61,0.304288316,0.304288316,5.78E+02,0.304288316,3.52E-01,1035.51,16,5,80,12.943875,300,8.69E+03,0.304288316,0.304288316
1000,0.85,0.00208663,-117.444,6.61E-01,0.465055548,0.00143465,-65.5729,6.61E-04,0.262891577,2.51443,0.61,0.465055548,0.465055548,4.79E+02,0.465055548,6.61E-01,1035.51,16,5,80,12.943875,300,1.38E+04,0.465055548,0.465055548
300,0.85,0.00287298,-52.3343,2.86E-02,0.078675092,0.0027953,-64.0245,9.53E-05,0.008831211,3.23848,0.61,0.078675092,0.078675092,3.48E+02,0.078675092,2.86E-02,1035.51,16,5,80,12.943875,300,2.74E+03,0.078675092,0.078675092
400,0.85,0.0027953,-64.0245,5.87E-02,0.133707666,0.0027953,-64.0245,1.47E-04,0.022462541,2.61135,0.61,0.133707666,0.133707666,3.58E+02,0.133707666,5.87E-02,1035.51,16,5,80,12.943875,300,4.10E+03,0.133707666,0.133707666
700,0.85,0.00243728,-86.4,2.14E-01,0.381695343,0.0027953,-64.0245,3.06E-04,0.116776249,1.83597,0.61,0.381695343,0.381695343,4.10E+02,0.381695343,2.14E-01,1035.51,16,5,80,12.943875,300,7.47E+03,0.381695343,0.381695343
1000,0.85,0.00267047,-110.012,4.53E-01,0.560299277,0.0027953,-64.0245,4.53E-04,0.277913956,1.63073,0.61,0.560299277,0.560299277,3.74E+02,0.560299277,4.53E-01,1035.51,16,5,80,12.943875,300,1.21E+04,0.560299277,0.560299277
300,0.85,7.717915156,-390,5.91E-04,5.05E-05,23.73,-50.67,1.97E-06,0.000314602,1.87927,0.61,5.05E-05,5.05E-05,1.30E-01,5.05E-05,5.91E-04,222.73,4,5,20,11.1365,293,1.52E+05,5.05E-05,5.05E-05
400,0.85,0.38388399,140.3,2.05E-03,0.91,23.73,-50.67,5.13E-06,0.20,4.22,0.61,0.91,0.91,2.61E+00,0.91,2.05E-03,222.73,4,5,20,11.1365,293,1.97E+04,0.91,0.91
700,0.85,0.001358313,28.76,4.26E-02,0.91,23.73,-50.67,6.09E-05,0.20,4.22,0.61,0.91,0.91,7.36E+02,0.91,4.26E-02,222.73,4,5,20,11.1365,293,8.27E+02,0.91,0.91
1000,0.85,0.000984011,15.7,2.51E-02,0.91,23.73,-50.67,2.51E-05,0.20,4.22,0.61,0.91,0.91,1.02E+03,0.91,2.51E-02,222.73,4,5,20,11.1365,293,2.46E+02,0.91,0.91
300,0.85,0.15703628,395,2.98E-02,0.002579603,23.73,-50.67,9.94E-05,0.016495189,1.807,0.61,0.002579603,0.002579603,6.37E+00,0.002579603,2.98E-02,222.73,4,5,20,11.1365,293,1.56E+05,0.002579603,0.002579603
400,0.85,0.074131024,304,4.99E-02,0.91,23.73,-50.67,1.25E-04,0.20,4.22,0.61,0.91,0.91,1.35E+01,0.91,4.99E-02,222.73,4,5,20,11.1365,293,9.24E+04,0.91,0.91
700,0.85,0.001230269,32.48,6.00E-02,0.91,23.73,-50.67,8.58E-05,0.20,4.22,0.61,0.91,0.91,8.13E+02,0.91,6.00E-02,222.73,4,5,20,11.1365,293,1.06E+03,0.91,0.91
1000,0.85,0.000950605,18.56,3.62E-02,0.91,23.73,-50.67,3.62E-05,0.20,4.22,0.61,0.91,0.91,1.05E+03,0.91,3.62E-02,222.73,4,5,20,11.1365,293,3.44E+02,0.91,0.91
300,0.85,0.069183097,330,4.72E-02,0.005878122,23.73,-50.67,1.57E-04,0.026234732,1.8,0.61,0.005878122,0.005878122,1.45E+01,0.005878122,4.72E-02,222.73,4,5,20,11.1365,293,1.09E+05,0.005878122,0.005878122
400,0.85,0.033806484,243.5,7.02E-02,0.91,23.73,-50.67,1.75E-04,0.20,4.22,0.61,0.91,0.91,2.96E+01,0.91,7.02E-02,222.73,4,5,20,11.1365,293,5.93E+04,0.91,0.91
700,0.85,0.001096478,28.76,5.28E-02,0.91,23.73,-50.67,7.54E-05,0.20,4.22,0.61,0.91,0.91,9.12E+02,0.91,5.28E-02,222.73,4,5,20,11.1365,293,8.27E+02,0.91,0.91
1000,0.85,0.00091622,17.6,3.38E-02,0.91,23.73,-50.67,3.38E-05,0.20,4.22,0.61,0.91,0.91,1.09E+03,0.91,3.38E-02,222.73,4,5,20,11.1365,293,3.10E+02,0.91,0.91
300,0.85,0.015958791,214.7,8.67E-02,0.025482297,23.73,-50.67,2.89E-04,0.048140749,1.8,0.61,0.025482297,0.025482297,6.27E+01,0.025482297,8.67E-02,222.95,4,5,20,11.1475,293,4.61E+04,0.025482297,0.025482297
400,0.85,0.007277798,129,9.15E-02,0.91,23.73,-50.67,2.29E-04,0.20,4.22,0.61,0.91,0.91,1.37E+02,0.91,9.15E-02,222.95,4,5,20,11.1475,293,1.66E+04,0.91,0.91
700,0.85,0.000949511,25.04,4.62E-02,0.91,23.73,-50.67,6.60E-05,0.20,4.22,0.61,0.91,0.91,1.05E+03,0.91,4.62E-02,222.95,4,5,20,11.1475,293,6.27E+02,0.91,0.91
1000,0.85,0.000831764,14.8,2.63E-02,0.91,23.73,-50.67,2.63E-05,0.20,4.22,0.61,0.91,0.91,1.20E+03,0.91,2.63E-02,222.95,4,5,20,11.1475,293,2.19E+02,0.91,0.91
300,0.85,0.000467735,21.32,2.92E-02,0.423451616,23.73,-50.67,9.72E-05,0.00788839,3.69579,0.61,0.423451616,0.423451616,2.14E+03,0.423451616,2.92E-02,224.2,4,5,20,11.21,293,4.55E+02,0.423451616,0.423451616
400,0.85,0.000446684,17.6,2.77E-02,0.91,23.73,-50.67,6.93E-05,0.20,4.22,0.61,0.91,0.91,2.24E+03,0.91,2.77E-02,224.2,4,5,20,11.21,293,3.10E+02,0.91,0.91
700,0.85,0.000498884,10.17,1.45E-02,0.91,23.73,-50.67,2.07E-05,0.20,4.22,0.61,0.91,0.91,2.00E+03,0.91,1.45E-02,224.2,4,5,20,11.21,293,1.03E+02,0.91,0.91
1000,0.85,0.000597035,5.52,5.10E-03,0.91,23.73,-50.67,5.10E-06,0.20,4.22,0.61,0.91,0.91,1.67E+03,0.91,5.10E-03,224.2,4,5,20,11.21,293,3.05E+01,0.91,0.91
300,0.85,0.00203961,56.4516,4.69E-02,0.427252549,23.73,-50.67,1.56E-04,0.055801689,0.84,0.61,0.427252549,0.427252549,4.90E+02,0.427252549,4.69E-02,6058.93,8,26,208,29.12947115,143,3.19E+03,0.427252549,0.427252549
400,0.85,0.00232311,68.7334,8.13E-02,0.497780176,23.73,-50.67,2.03E-04,0.096379224,0.844,0.61,0.497780176,0.497780176,4.30E+02,0.497780176,8.13E-02,6058.93,8,26,208,29.12947115,143,4.72E+03,0.497780176,0.497780176
700,0.85,0.0034632,117.242,2.78E-01,0.604393987,23.73,-50.67,3.97E-04,0.340484029,0.816,0.61,0.604393987,0.604393987,2.89E+02,0.604393987,2.78E-01,6058.93,8,26,208,29.12947115,143,1.37E+04,0.604393987,0.604393987
1000,0.85,0.00457917,164.143,5.88E-01,0.745241477,23.73,-50.67,5.88E-04,0.822909213,0.715,0.61,0.745241477,0.745241477,2.18E+02,0.745241477,5.88E-01,6058.93,8,26,208,29.12947115,143,2.69E+04,0.745241477,0.745241477
300,0.85,0.00210707,110.866,1.75E-01,0.34396222,23.73,-50.67,5.83E-04,0.173267726,1.01,0.61,0.34396222,0.34396222,4.75E+02,0.34396222,1.75E-01,1610.64,9,7,63,25.56571429,300,1.23E+04,0.34396222,0.34396222
400,0.85,0.00258969,146.015,3.29E-01,0.567759997,23.73,-50.67,8.23E-04,0.496100779,0.6638,0.61,0.567759997,0.567759997,3.86E+02,0.567759997,3.29E-01,1610.64,9,7,63,25.56571429,300,2.13E+04,0.567759997,0.567759997
700,0.85,0.00332511,205.872,8.92E-01,0.740901799,23.73,-50.67,1.27E-03,1.286961011,0.6933,0.61,0.740901799,0.740901799,3.01E+02,0.740901799,8.92E-01,1610.64,9,7,63,25.56571429,300,4.24E+04,0.740901799,0.740901799
300,0.85,3.91E-03,126,1.22E-01,0.91,23.73,-50.67,4.06E-04,0.20,4.22,0.61,0.91,0.91,2.56E+02,0.91,1.22E-01,747,2,17,34,21.97058824,300,1.59E+04,0.91,0.91
400,0.85,3.85E-03,154,2.46E-01,0.91,23.73,-50.67,6.16E-04,0.20,4.22,0.61,0.91,0.91,2.60E+02,0.91,2.46E-01,747,2,17,34,21.97058824,300,2.37E+04,0.91,0.91
700,0.85,3.25E-03,166,5.94E-01,0.91,23.73,-50.67,8.48E-04,0.20,4.22,0.61,0.91,0.91,3.08E+02,0.91,5.94E-01,747,2,17,34,21.97058824,300,2.76E+04,0.91,0.91
300,0.85,1.03E-03,101,2.97E-01,0.372083566,23.73,-50.67,9.90E-04,0.15555838,1.91,0.61,0.372083566,0.372083566,9.71E+02,0.372083566,2.97E-01,756.81,2,17,34,22.25911765,300,1.02E+04,0.372083566,0.372083566
400,0.85,1.12E-03,127,5.76E-01,0.44011544,23.73,-50.67,1.44E-03,0.290927128,1.98,0.61,0.44011544,0.44011544,8.93E+02,0.44011544,5.76E-01,756.81,2,17,34,22.25911765,300,1.61E+04,0.44011544,0.44011544
700,0.85,1.29E-03,176,1.68E+00,0.639628506,23.73,-50.67,2.40E-03,0.812013631,2.07,0.61,0.639628506,0.639628506,7.75E+02,0.639628506,1.68E+00,756.81,2,17,34,22.25911765,300,3.10E+04,0.639628506,0.639628506
300,0.85,8.93E-04,87.2,2.55E-01,0.341545353,23.73,-50.67,8.51E-04,0.10643673,2.4,0.61,0.341545353,0.341545353,1.12E+03,0.341545353,2.55E-01,756.81,2,17,34,22.25911765,300,7.60E+03,0.341545353,0.341545353
400,0.85,9.71E-04,107,4.72E-01,0.422331652,23.73,-50.67,1.18E-03,0.198167011,2.38,0.61,0.422331652,0.422331652,1.03E+03,0.422331652,4.72E-01,756.81,2,17,34,22.25911765,300,1.14E+04,0.422331652,0.422331652
700,0.85,1.07E-03,158,1.63E+00,0.641068949,23.73,-50.67,2.33E-03,0.6558871,2.49,0.61,0.641068949,0.641068949,9.35E+02,0.641068949,1.63E+00,756.81,2,17,34,22.25911765,300,2.50E+04,0.641068949,0.641068949
300,0.85,7.71E-04,58.2,1.32E-01,0.612526673,23.73,-50.67,4.39E-04,0.085031756,1.55,0.61,0.612526673,0.612526673,1.30E+03,0.612526673,1.32E-01,762.5,2,17,34,22.42647059,300,3.39E+03,0.612526673,0.612526673
400,0.85,8.36E-04,75.7,2.74E-01,0.743607716,23.73,-50.67,6.85E-04,0.174640844,1.57,0.61,0.743607716,0.743607716,1.20E+03,0.743607716,2.74E-01,762.5,2,17,34,22.42647059,300,5.73E+03,0.743607716,0.743607716
700,0.85,8.86E-04,127,1.27E+00,1.131981936,23.73,-50.67,1.82E-03,0.748267895,1.703,0.61,1.131981936,1.131981936,1.13E+03,1.131981936,1.27E+00,762.5,2,17,34,22.42647059,300,1.61E+04,1.131981936,1.131981936
300,0.85,0.0445463,279.207,5.25E-02,0.017188641,23.73,-50.67,1.75E-04,0.054916687,0.956,0.61,0.017188641,0.017188641,2.24E+01,0.017188641,5.25E-02,248.9,3,4,12,20.74166667,295,7.80E+04,0.017188641,0.017188641
400,0.85,0.0402203,300.119,8.96E-02,0.060696231,23.73,-50.67,2.24E-04,0.224057186,0.3998,0.61,0.060696231,0.060696231,2.49E+01,0.060696231,8.96E-02,248.9,3,4,12,20.74166667,295,9.01E+04,0.060696231,0.060696231
700,0.85,0.0328604,306.696,2.00E-01,0.252808639,23.73,-50.67,2.86E-04,0.974581824,0.2056,0.61,0.252808639,0.252808639,3.04E+01,0.252808639,2.00E-01,248.9,3,4,12,20.74166667,295,9.41E+04,0.252808639,0.252808639
300,0.85,0.0511002,-132.097,1.02E-02,0.91,23.73,-50.67,3.41E-05,0.20,4.22,0.61,0.91,0.91,1.96E+01,0.91,1.02E-02,47.62,2,2,4,11.905,295,1.75E+04,0.91,0.91
400,0.85,0.0504715,-135.054,1.45E-02,0.91,23.73,-50.67,3.61E-05,0.20,4.22,0.61,0.91,0.91,1.98E+01,0.91,1.45E-02,47.62,2,2,4,11.905,295,1.82E+04,0.91,0.91
700,0.85,0.041277,-180.753,5.54E-02,0.91,23.73,-50.67,7.92E-05,0.20,4.22,0.61,0.91,0.91,2.42E+01,0.91,5.54E-02,47.62,2,2,4,11.905,295,3.27E+04,0.91,0.91
1000,0.85,0.0239096,-218.521,2.00E-01,0.91,23.73,-50.67,2.00E-04,0.20,4.22,0.61,0.91,0.91,4.18E+01,0.91,2.00E-01,47.62,2,2,4,11.905,295,4.78E+04,0.91,0.91
300,0.85,0.0151081,-115.43,2.65E-02,0.91,23.73,-50.67,8.82E-05,0.20,4.22,0.61,0.91,0.91,6.62E+01,0.91,2.65E-02,47.62,2,2,4,11.905,295,1.33E+04,0.91,0.91
400,0.85,0.0150295,-128.468,4.39E-02,0.91,23.73,-50.67,1.10E-04,0.20,4.22,0.61,0.91,0.91,6.65E+01,0.91,4.39E-02,47.62,2,2,4,11.905,295,1.65E+04,0.91,0.91
700,0.85,0.0154224,-162.876,1.20E-01,0.91,23.73,-50.67,1.72E-04,0.20,4.22,0.61,0.91,0.91,6.48E+01,0.91,1.20E-01,47.62,2,2,4,11.905,295,2.65E+04,0.91,0.91
1000,0.85,0.010943,-204.677,3.83E-01,0.91,23.73,-50.67,3.83E-04,0.20,4.22,0.61,0.91,0.91,9.14E+01,0.91,3.83E-01,47.62,2,2,4,11.905,295,4.19E+04,0.91,0.91
300,0.85,0.0103143,-113.952,3.78E-02,0.91,23.73,-50.67,1.26E-04,0.20,4.22,0.61,0.91,0.91,9.70E+01,0.91,3.78E-02,47.62,2,2,4,11.905,295,1.30E+04,0.91,0.91
400,0.85,0.0103143,-123.495,5.91E-02,0.91,23.73,-50.67,1.48E-04,0.20,4.22,0.61,0.91,0.91,9.70E+01,0.91,5.91E-02,47.62,2,2,4,11.905,295,1.53E+04,0.91,0.91
700,0.85,0.0111002,-154.543,1.51E-01,0.91,23.73,-50.67,2.15E-04,0.20,4.22,0.61,0.91,0.91,9.01E+01,0.91,1.51E-01,47.62,2,2,4,11.905,295,2.39E+04,0.91,0.91
1000,0.85,0.00952849,-187.876,3.70E-01,0.91,23.73,-50.67,3.70E-04,0.20,4.22,0.61,0.91,0.91,1.05E+02,0.91,3.70E-01,47.62,2,2,4,11.905,295,3.53E+04,0.91,0.91
300,0.85,0.006778,-110.995,5.45E-02,0.91,23.73,-50.67,1.82E-04,0.20,4.22,0.61,0.91,0.91,1.48E+02,0.91,5.45E-02,47.62,2,2,4,11.905,295,1.23E+04,0.91,0.91
400,0.85,0.00709234,-117.177,7.74E-02,0.91,23.73,-50.67,1.94E-04,0.20,4.22,0.61,0.91,0.91,1.41E+02,0.91,7.74E-02,47.62,2,2,4,11.905,295,1.37E+04,0.91,0.91
700,0.85,0.00795678,-147.016,1.90E-01,0.91,23.73,-50.67,2.72E-04,0.20,4.22,0.61,0.91,0.91,1.26E+02,0.91,1.90E-01,47.62,2,2,4,11.905,295,2.16E+04,0.91,0.91
1000,0.85,0.00772102,-175.78,4.00E-01,0.91,23.73,-50.67,4.00E-04,0.20,4.22,0.61,0.91,0.91,1.30E+02,0.91,4.00E-01,47.62,2,2,4,11.905,295,3.09E+04,0.91,0.91
300,0.85,0.0213949,-144.866,2.94E-02,0.91,23.73,-50.67,9.81E-05,0.20,4.22,0.61,0.91,0.91,4.67E+01,0.91,2.94E-02,47.62,2,2,4,11.905,295,2.10E+04,0.91,0.91
400,0.85,0.0214735,-149.839,4.18E-02,0.91,23.73,-50.67,1.05E-04,0.20,4.22,0.61,0.91,0.91,4.66E+01,0.91,4.18E-02,47.62,2,2,4,11.905,295,2.25E+04,0.91,0.91
700,0.85,0.0221022,-177.527,9.98E-02,0.91,23.73,-50.67,1.43E-04,0.20,4.22,0.61,0.91,0.91,4.52E+01,0.91,9.98E-02,47.62,2,2,4,11.905,295,3.15E+04,0.91,0.91
1000,0.85,0.0170727,-207.5,2.52E-01,0.91,23.73,-50.67,2.52E-04,0.20,4.22,0.61,0.91,0.91,5.86E+01,0.91,2.52E-01,47.62,2,2,4,11.905,295,4.31E+04,0.91,0.91
300,0.85,0.0257653,-80.5607,7.56E-03,0.91,23.73,-50.67,2.52E-05,0.20,4.22,0.61,0.91,0.91,3.88E+01,0.91,7.56E-03,234.85,4,5,20,11.7425,350,6.49E+03,0.91,0.91
400,0.85,0.0260503,-73.8318,8.37E-03,0.91,23.73,-50.67,2.09E-05,0.20,4.22,0.61,0.91,0.91,3.84E+01,0.91,8.37E-03,234.85,4,5,20,11.7425,350,5.45E+03,0.91,0.91
700,0.85,0.0335085,-58.3178,7.10E-03,0.91,23.73,-50.67,1.02E-05,0.20,4.22,0.61,0.91,0.91,2.98E+01,0.91,7.10E-03,234.85,4,5,20,11.7425,350,3.40E+03,0.91,0.91
1000,0.85,0.0355363,-40.1869,4.54E-03,0.91,23.73,-50.67,4.54E-06,0.20,4.22,0.61,0.91,0.91,2.81E+01,0.91,4.54E-03,234.85,4,5,20,11.7425,350,1.62E+03,0.91,0.91
300,0.85,0.0154019,-110.28,2.37E-02,0.91,23.73,-50.67,7.90E-05,0.20,4.22,0.61,0.91,0.91,6.49E+01,0.91,2.37E-02,234.85,4,5,20,11.7425,350,1.22E+04,0.91,0.91
400,0.85,0.0151768,-105.047,2.91E-02,0.91,23.73,-50.67,7.27E-05,0.20,4.22,0.61,0.91,0.91,6.59E+01,0.91,2.91E-02,234.85,4,5,20,11.7425,350,1.10E+04,0.91,0.91
700,0.85,0.0173875,-88.5981,3.16E-02,0.91,23.73,-50.67,4.51E-05,0.20,4.22,0.61,0.91,0.91,5.75E+01,0.91,3.16E-02,234.85,4,5,20,11.7425,350,7.85E+03,0.91,0.91
1000,0.85,0.0229475,-74.3925,2.41E-02,0.91,23.73,-50.67,2.41E-05,0.20,4.22,0.61,0.91,0.91,4.36E+01,0.91,2.41E-02,234.85,4,5,20,11.7425,350,5.53E+03,0.91,0.91
300,0.85,0.248876,69.4361,5.81E-04,0.00267384,23.73,-50.67,1.94E-06,0.000528343,1.1,0.61,0.00267384,0.00267384,4.02E+00,0.00267384,5.81E-04,219.13,4,5,20,10.9565,300,4.82E+03,0.00267384,0.00267384
300,0.85,0.00955255,-32.5663,3.33E-03,0.040330923,23.73,-50.67,1.11E-05,0.001753013,1.9,0.61,0.040330923,0.040330923,1.05E+02,0.040330923,3.33E-03,219.13,4,5,20,10.9565,300,1.06E+03,0.040330923,0.040330923
300,0.85,0.0285342,-357.564,1.34E-01,0.001580618,23.73,-50.67,4.48E-04,0.008282179,16.23,0.61,0.001580618,0.001580618,3.50E+01,0.001580618,1.34E-01,206.97,4,5,20,10.3485,300,1.28E+05,0.001580618,0.001580618
300,0.85,1.05E-03,-133,5.05E-01,0.08736126,23.73,-50.67,1.68E-03,0.063333333,7.98,0.61,0.08736126,0.08736126,9.52E+02,0.08736126,5.05E-01,228.44,4,3,12,19.03666667,300,1.77E+04,0.08736126,0.08736126
400,0.85,1.17E-03,-136,6.33E-01,0.122869996,23.73,-50.67,1.58E-03,0.093139486,6.795,0.61,0.122869996,0.122869996,8.55E+02,0.122869996,6.33E-01,228.44,4,3,12,19.03666667,300,1.85E+04,0.122869996,0.122869996
300,0.85,8.76E-03,-95,3.09E-02,0.013880672,23.73,-50.67,1.03E-04,0.005134142,6.02,0.61,0.013880672,0.013880672,1.14E+02,0.013880672,3.09E-02,228.44,4,3,12,19.03666667,300,9.03E+03,0.013880672,0.013880672
400,0.85,6.95E-03,-130,9.73E-02,0.026496539,23.73,-50.67,2.43E-04,0.018352111,5.3,0.61,0.026496539,0.026496539,1.44E+02,0.026496539,9.73E-02,228.44,4,3,12,19.03666667,300,1.69E+04,0.026496539,0.026496539
300,0.85,5.98E-04,-113,6.41E-01,0.144009443,23.73,-50.67,2.14E-03,0.075362975,8.5,0.61,0.144009443,0.144009443,1.67E+03,0.144009443,6.41E-01,228.44,4,3,12,19.03666667,300,1.28E+04,0.144009443,0.144009443
400,0.85,6.24E-04,-137,1.20E+00,0.196742461,23.73,-50.67,3.01E-03,0.151338494,7.95,0.61,0.196742461,0.196742461,1.60E+03,0.196742461,1.20E+00,228.44,4,3,12,19.03666667,300,1.88E+04,0.196742461,0.196742461
300,0.85,7.71E-04,-92,3.29E-01,0.113702556,23.73,-50.67,1.10E-03,0.039441739,8.35,0.61,0.113702556,0.113702556,1.30E+03,0.113702556,3.29E-01,228.44,4,3,12,19.03666667,300,8.46E+03,0.113702556,0.113702556
400,0.85,7.88E-04,-109,6.03E-01,0.190257862,23.73,-50.67,1.51E-03,0.092641543,6.51,0.61,0.190257862,0.190257862,1.27E+03,0.190257862,6.03E-01,228.44,4,3,12,19.03666667,300,1.19E+04,0.190257862,0.190257862
300,0.85,0.00122831,-119.188,3.47E-01,0.086312686,23.73,-50.67,1.16E-03,0.050251597,6.90444,0.61,0.086312686,0.086312686,8.14E+02,0.086312686,3.47E-01,210.86,4,3,12,17.57166667,300,1.42E+04,0.086312686,0.086312686
400,0.85,0.00141493,-137.005,5.31E-01,0.086674052,23.73,-50.67,1.33E-03,0.066676394,7.9584,0.61,0.086674052,0.086674052,7.07E+02,0.086674052,5.31E-01,210.86,4,3,12,17.57166667,300,1.88E+04,0.086674052,0.086674052
700,0.85,0.00203039,-168.074,9.74E-01,0.086357744,23.73,-50.67,1.39E-03,0.099979863,9.74108,0.61,0.086357744,0.086357744,4.93E+02,0.086357744,9.74E-01,210.86,4,3,12,17.57166667,300,2.82E+04,0.086357744,0.086357744
1000,0.85,0.00259029,-177.53,1.22E+00,0.09489409,23.73,-50.67,1.22E-03,0.122572444,9.92664,0.61,0.09489409,0.09489409,3.86E+02,0.09489409,1.22E+00,210.86,4,3,12,17.57166667,300,3.15E+04,0.09489409,0.09489409
300,0.85,0.00137411,-163.441,5.83E-01,0.077352999,23.73,-50.67,1.94E-03,0.084685557,6.88672,0.61,0.077352999,0.077352999,7.28E+02,0.077352999,5.83E-01,210.86,4,3,12,17.57166667,300,2.67E+04,0.077352999,0.077352999
400,0.85,0.0016302,-185.373,8.43E-01,0.08541198,23.73,-50.67,2.11E-03,0.120287894,7.00955,0.61,0.08541198,0.08541198,6.13E+02,0.08541198,8.43E-01,210.86,4,3,12,17.57166667,300,3.44E+04,0.08541198,0.08541198
700,0.85,0.00233598,-236.772,1.68E+00,0.10109934,23.73,-50.67,2.40E-03,0.232283937,7.2322,0.61,0.10109934,0.10109934,4.28E+02,0.10109934,1.68E+00,210.86,4,3,12,17.57166667,300,5.61E+04,0.10109934,0.10109934
1000,0.85,0.00297916,-250.86,2.11E+00,0.10675619,23.73,-50.67,2.11E-03,0.27533795,7.6719,0.61,0.10675619,0.10675619,3.36E+02,0.10675619,2.11E+00,210.86,4,3,12,17.57166667,300,6.29E+04,0.10675619,0.10675619
300,0.85,0.00111024,-130.766,4.62E-01,0.113630856,23.73,-50.67,1.54E-03,0.07963356,5.80227,0.61,0.113630856,0.113630856,9.01E+02,0.113630856,4.62E-01,210.86,4,3,12,17.57166667,300,1.71E+04,0.113630856,0.113630856
400,0.85,0.00129687,-151.928,7.12E-01,0.129087687,23.73,-50.67,1.78E-03,0.122115456,5.83,0.61,0.129087687,0.129087687,7.71E+02,0.129087687,7.12E-01,210.86,4,3,12,17.57166667,300,2.31E+04,0.129087687,0.129087687
700,0.85,0.0018429,-189.172,1.36E+00,0.148727783,23.73,-50.67,1.94E-03,0.218130295,6.23152,0.61,0.148727783,0.148727783,5.43E+02,0.148727783,1.36E+00,210.86,4,3,12,17.57166667,300,3.58E+04,0.148727783,0.148727783
